Group,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,G1,G2,G3,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12a,13a,14a,15a,16a,17a,18a,19a,20a,21a_Browser,21a_Version,21a_Operating System,21a_Resolution,22a_First Click,22a_Last Click,22a_Page Submit,22a_Click Count,mTurkCode,Final_Score
2,7/10/2017 9:29,7/10/2017 9:31,IP Address,47.18.137.47,100,67,TRUE,7/10/2017 9:31,R_NXcgWv2CHIungzL,,40.87319946,-73.08119965,anonymous,EN,Male,Bachelor's degree in college (4-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,C) Sunburns are most likely to happen when beach go-ers suntan for consecutive sunny days at the beach.,B) $900,B) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,A) more tech-savvy than those at any other time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.",B) Roger got opinions from two of the foremost cancer specialists in the country.,A) immutable : alteration,B) Quantity in Column B is greater.,D) 77,C) decline,C) Past attempts to protect the environment through recycling laws have failed.,"B) colder and wetter than was usual in some regions, which slowed",C) and it brings,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",D) 45,C) Wednesday,Chrome,59.0.3071.115,Macintosh,1280x800,1.076,4.912,10.187,5,561359,4
2,7/10/2017 9:29,7/10/2017 9:37,IP Address,174.31.109.181,100,473,TRUE,7/10/2017 9:37,R_3J7RR1WyoavNLYB,,41.13999939,-104.8202972,anonymous,EN,Male,Associate degree in college (2-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,C)  more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,"D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",E)  intractable : destruction,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",B) and brings,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",D) 45,C) Wednesday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,19.147,78.005,79.397,5,497049,10
2,7/10/2017 9:29,7/10/2017 9:41,IP Address,104.59.238.132,100,688,TRUE,7/10/2017 9:41,R_1ihaEbstvzCoZes,,35.789505,-78.8742981,anonymous,EN,Female,Some college but no degree,18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,A) more tech-savvy than those at any other time in,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,C) Smokers who smoke in bed tend to be heavy smokers who are less likely to quit smoking than are smokers who do not smoke in bed.,"D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",A) immutable : alteration,D) Quantity in Column A is greater.,B)  260.25,A) vary,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"D)  being colder and wetter than usually in some regions, slowing",B) and brings,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,3.914,60.201,61.134,5,849019,8
2,7/10/2017 9:29,7/10/2017 9:47,IP Address,172.242.173.247,100,1067,TRUE,7/10/2017 9:47,R_1Gxng3HGGmLqZvX,,35.1546936,-86.60820007,anonymous,EN,Male,Bachelor's degree in college (4-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,E) Believed by some as one of the first works by a widely read female author in the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,C) Statement 1 alone is sufficient but statement 2 alone is not sufficient to answer the question asked.,B) more tech-savvy than they were at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,B) Roger got opinions from two of the foremost cancer specialists in the country.,A) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"C) since it was colder and wetter than usually in some regions, which slowed",E) and brought,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1600x900,8.382,119.227,120.885,11,719949,10
2,7/10/2017 9:30,7/10/2017 9:51,IP Address,65.79.144.190,100,1282,TRUE,7/10/2017 9:51,R_UAW9uTtLWLpQ58Z,,41.95599365,-87.66069794,anonymous,EN,Male,Some college but no degree,> 47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,B) more tech-savvy than they were at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",A) immutable : alteration,D) Quantity in Column A is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 6.1,1920x1080,40.01,255.257,257.111,6,604448,14
2,7/10/2017 9:41,7/10/2017 10:04,IP Address,45.48.226.100,100,1405,TRUE,7/10/2017 10:04,R_2TSRj4y5m029cYq,,34.07640076,-118.2626038,anonymous,EN,Male,Bachelor's degree in college (4-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,C) Sunburns are most likely to happen when beach go-ers suntan for consecutive sunny days at the beach.,A) $1000,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,D) more tech-savvy than those at any other time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,B) Quantity in Column B is greater.,B)  260.25,E) wane,B) Industrial interests need not oppose the protection of the environment.,"B) colder and wetter than was usual in some regions, which slowed",C) and it brings,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,27.678,88.476,90.409,5,164902,7
2,7/10/2017 10:02,7/10/2017 10:05,IP Address,72.189.106.155,100,151,TRUE,7/10/2017 10:05,R_1fjdjsQZaWUeulz,,28.49130249,-81.40969849,anonymous,EN,Female,High school graduate (high school diploma or equivalent including GED),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,E) $1300,B) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,A) more tech-savvy than those at any other time in,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",A) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,A) vary,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",C) 36,D) Thursday,Chrome,48.0.2564.97,Windows NT 6.1,1600x900,1.009,20.79,21.96,5,232605,9
2,7/10/2017 10:10,7/10/2017 10:29,IP Address,23.28.234.61,100,1149,TRUE,7/10/2017 10:29,R_UJYBxeeUIhQYRSF,,39.94219971,-82.97429657,anonymous,EN,Female,Associate degree in college (2-year),> 47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,B) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,C)  more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",B) independent : conquest,C) Two columns are equal.,A) 217.75,A) vary,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"B) colder and wetter than was usual in some regions, which slowed",A) bringing,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",E) 90,A) Monday,Firefox,54,Windows NT 6.1,1536x864,47.544,186.377,191.004,6,338251,8
2,7/10/2017 11:15,7/10/2017 11:23,IP Address,73.202.31.202,100,531,TRUE,7/10/2017 11:23,R_2vZlJHFNoCqVYPP,,38.3565979,-121.9877014,anonymous,EN,Female,Associate degree in college (2-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,B) more tech-savvy than they were at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,"E) Population densities have increased, with the result that one home fire can cause more deaths than in previous decades","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",E) and brought,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1600x900,14.501,80.476,81.451,6,981791,11
2,7/11/2017 9:29,7/11/2017 9:40,IP Address,67.174.116.10,100,674,TRUE,7/11/2017 9:40,R_3KwGB0bmM2vZLHv,,38.34030151,-104.520401,anonymous,EN,Female,Bachelor's degree in college (4-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,"B) Sunburns severely damage at least several people's skin each year at the Jersey Shore (hyperpigmentation, discoloration and burned patches of skin)",C) $1100,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,B) more tech-savvy than they were at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",C) Most mental disorders are not the result of chemical imbalances affecting the brain.,C) Smokers who smoke in bed tend to be heavy smokers who are less likely to quit smoking than are smokers who do not smoke in bed.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",B) independent : conquest,C) Two columns are equal.,E) 871,B) disappear,C) Past attempts to protect the environment through recycling laws have failed.,"B) colder and wetter than was usual in some regions, which slowed",C) and it brings,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",D) 45,B) Tuesday,Chrome,49.0.2623.112,Macintosh,1920x1080,1.734,7.379,129.663,6,483029,3
2,7/11/2017 9:30,7/11/2017 9:44,IP Address,73.211.168.236,100,823,TRUE,7/11/2017 9:44,R_vDNICijq3qZZFlL,,42.26669312,-88.05079651,anonymous,EN,Male,Bachelor's degree in college (4-year),38-47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,B) Roger got opinions from two of the foremost cancer specialists in the country.,A) immutable : alteration,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,14.526,165.097,165.777,5,667481,15
2,7/11/2017 9:29,7/11/2017 9:46,IP Address,98.156.69.35,100,1011,TRUE,7/11/2017 9:46,R_2e5z9biPoBHip8c,,39.0184021,-94.70899963,anonymous,EN,Female,Associate degree in college (2-year),28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,E) $1300,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,D) Quantity in Column A is greater.,A) 217.75,E) wane,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",E) and brought,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",D) 45,A) Monday,Firefox,51,Windows NT 5.1,1280x1024,22.738,125.736,126.637,5,159777,7
2,7/11/2017 9:34,7/11/2017 9:47,IP Address,68.205.250.236,100,784,TRUE,7/11/2017 9:47,R_1go6b9b8R0F7Md3,,28.38529968,-81.44799805,anonymous,EN,Female,Bachelor's degree in college (4-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy than those at any other time in,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.",A) Roger feels better now than he would have felt without the surgery.,D)   invincible : control,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",B) 16,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,20.733,160.306,161.258,5,307381,13
2,7/11/2017 9:35,7/11/2017 9:50,IP Address,74.243.191.186,100,864,TRUE,7/11/2017 9:50,R_2QFYUFcuYTWLrzG,,35.39019775,-82.37249756,anonymous,EN,Female,High school graduate (high school diploma or equivalent including GED),> 47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,B) Quantity in Column B is greater.,A) 217.75,A) vary,C) Past attempts to protect the environment through recycling laws have failed.,"B) colder and wetter than was usual in some regions, which slowed",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",C) 36,A) Monday,Chrome,59.0.3071.115,Windows NT 6.3,1280x1024,29.798,176.63,177.79,6,527442,9
2,7/11/2017 9:29,7/11/2017 9:57,IP Address,174.56.160.177,100,1660,TRUE,7/11/2017 9:57,R_2dilxRn6CQIkSpM,,31.99710083,-80.96450043,anonymous,EN,Male,Bachelor's degree in college (4-year),38-47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,A) Roger feels better now than he would have felt without the surgery.,A) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",A) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1280x1024,15.488,206.05,207.592,5,693364,14
2,7/11/2017 9:39,7/11/2017 9:57,IP Address,74.243.191.186,100,1116,TRUE,7/11/2017 9:57,R_3F42iEstRd5RDk3,,35.39019775,-82.37249756,anonymous,EN,Male,High school graduate (high school diploma or equivalent including GED),> 47,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,E) $1300,D) Each statement alone is sufficient to answer the question.,B) more tech-savvy than they were at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",E) Treatment with psychotherapy has no effect on mental disorders other than a reduction of the symptoms,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",A) immutable : alteration,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,E) having been colder and wetter than was usual in some regions and slowed,A) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,A) Monday,Chrome,57.0.2987.98,Windows NT 6.3,1920x1080,44.665,167.847,170.039,7,47896,10
2,7/11/2017 9:46,7/11/2017 10:03,IP Address,67.158.18.207,100,998,TRUE,7/11/2017 10:03,R_3DpT9jGV5QuWzgE,,44.12089539,-103.1977997,anonymous,EN,Female,Some college but no degree,28-37,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"E) Mitchell, Jackson, Prince, Simon, Lennon, Wonder, Nicks, King",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,B) Roger got opinions from two of the foremost cancer specialists in the country.,A) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,A) vary,D) Regionalist party members have organized to oppose industrial interests on several other issues.,E) having been colder and wetter than was usual in some regions and slowed,A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Firefox,54,Windows NT 6.1,1366x768,18.286,97.748,99.062,7,424006,13
2,7/11/2017 15:26,7/11/2017 15:39,IP Address,97.103.19.17,100,789,TRUE,7/11/2017 15:39,R_2atoOnClYUYuTn5,,28.91099548,-81.1855011,anonymous,EN,Female,Associate degree in college (2-year),18-27,A)  Stroke survivors who are given an exercise routine and consult with a doctor about that routine will sometimes regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,D) Each statement alone is sufficient to answer the question.,D) more tech-savvy than those at any other time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",A) immutable : alteration,C) Two columns are equal.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",D) 45,A) Monday,Firefox,54,Windows NT 10.0,1366x768,15.864,103.574,104.875,8,297238,11
3,7/9/2017 19:23,7/9/2017 19:25,IP Address,108.69.208.32,100,138,TRUE,7/9/2017 19:25,R_1kFTY5QGk1cOt0C,,38.04679871,-120.6134033,anonymous,EN,Female,High school graduate (high school diploma or equivalent including GED),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,"C) One of the first widely read female authors of the Western world, as some believe","E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",B) $900,A) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,C)  more tech-savvy than those at any other time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",E) Treatment with psychotherapy has no effect on mental disorders other than a reduction of the symptoms,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","E) Roger made the decision himself, and he takes the responsibility for it.",B) immutable : alteration,A) Two columns are equal.,E) 871,E) wane,E) Ellen has attended programs and distributed literature prepared by the Regionalist party.,"A) which was colder and wetter than usual in some regions, slowing",E) and brought,"A) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",E) 90,B) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,1.07,24.718,26.029,7,926302,4
3,7/9/2017 19:23,7/9/2017 19:28,IP Address,98.176.238.152,100,265,TRUE,7/9/2017 19:28,R_O9ddC9IxBgR4DMB,,32.56939697,-117.0158005,anonymous,EN,Male,Bachelor's degree in college (4-year),18-27,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A)  Believed to be one of the first widely read female authors of the Western world,C) People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,C) $1100,B) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",A) independent : conquest,B) Quantity in Column B is greater.,D) 77,A) disappear,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"B) colder and wetter than was usual in some regions, which slowed",B) bringing,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Monday,Chrome,59.0.3071.115,Windows NT 6.1,1366x768,5.715,61.323,62.961,5,457924,5
